TBJD PDCSAP ePDCSAP
1.438369371126606666e+03 7.553515000000000000e+05 9.645858764648437500e+01
1.438370760072896928e+03 7.547588125000000000e+05 9.642794036865234375e+01
1.438372149019187646e+03 7.546293125000000000e+05 9.641828155517578125e+01
1.438373537965944024e+03 7.546398125000000000e+05 9.642838287353515625e+01
1.438374926912235651e+03 7.548773750000000000e+05 9.644138336181640625e+01
1.438376315858992484e+03 7.544296250000000000e+05 9.640342712402343750e+01
1.438377704805282747e+03 7.543995625000000000e+05 9.641021728515625000e+01
1.438379093752039125e+03 7.540895000000000000e+05 9.638482666015625000e+01
1.438380482698330752e+03 7.541165000000000000e+05 9.638620758056640625e+01
1.438381871644621469e+03 7.541288750000000000e+05 9.637848663330078125e+01
1.438383260591377848e+03 7.539331875000000000e+05 9.636105346679687500e+01
1.438384649537668565e+03 7.537145625000000000e+05 9.635807037353515625e+01
1.438386038484424944e+03 7.536228125000000000e+05 9.634647369384765625e+01
1.438387427430716571e+03 7.531978750000000000e+05 9.631687927246093750e+01
1.438388816377007288e+03 7.534230625000000000e+05 9.633178710937500000e+01
1.438390205323763666e+03 7.533232500000000000e+05 9.633108520507812500e+01
1.438391594270054384e+03 7.528551250000000000e+05 9.629774475097656250e+01
1.438392983216344646e+03 7.533813125000000000e+05 9.633036804199218750e+01
1.438394372163101934e+03 7.525568125000000000e+05 9.627560424804687500e+01
1.438395761109393106e+03 7.528725625000000000e+05 9.630989074707031250e+01
1.438397150056149712e+03 7.524813750000000000e+05 9.624076080322265625e+01
1.438398539002440657e+03 7.526335000000000000e+05 9.628298187255859375e+01
1.438399927948731374e+03 7.524017500000000000e+05 9.626123809814453125e+01
1.438401316895488435e+03 7.524276250000000000e+05 9.626081848144531250e+01
1.438402705841779380e+03 7.525340000000000000e+05 9.626501464843750000e+01
1.438404094788069187e+03 7.521992500000000000e+05 9.624013519287109375e+01
1.438405483734825566e+03 7.523696875000000000e+05 9.625073242187500000e+01
1.438406872681117193e+03 7.521573125000000000e+05 9.624008941650390625e+01
1.438408261627408820e+03 7.520354375000000000e+05 9.623322296142578125e+01
1.438409650573699537e+03 7.520924375000000000e+05 9.622124481201171875e+01
1.438411039520455233e+03 7.517381875000000000e+05 9.619880676269531250e+01
1.438412428466746633e+03 7.516453125000000000e+05 9.620983123779296875e+01
1.438413817413038259e+03 7.511970000000000000e+05 9.612652587890625000e+01
1.438415206359793729e+03 7.512288750000000000e+05 9.619325256347656250e+01
1.438416595306084673e+03 7.515349375000000000e+05 9.616187286376953125e+01
1.438417984252375618e+03 7.515808750000000000e+05 9.619214630126953125e+01
1.438419373198666790e+03 7.514570000000000000e+05 9.619553375244140625e+01
1.438420762145424078e+03 7.513397500000000000e+05 9.616641998291015625e+01
1.438422151091714341e+03 7.512480625000000000e+05 9.617128753662109375e+01
1.438423540038005058e+03 7.510648125000000000e+05 9.616699218750000000e+01
1.438424928984296457e+03 7.513273750000000000e+05 9.618014526367187500e+01
1.438426317931053063e+03 7.510113750000000000e+05 9.616286468505859375e+01
1.438427706877343780e+03 7.507701250000000000e+05 9.610841369628906250e+01
1.438429095823634498e+03 7.505693750000000000e+05 9.612470245361328125e+01
1.438430484769925215e+03 7.508485625000000000e+05 9.614290618896484375e+01
1.438431873716682503e+03 7.507888750000000000e+05 9.613460540771484375e+01
1.438433262662973220e+03 7.506705625000000000e+05 9.613446807861328125e+01
1.438434651609263938e+03 7.504346250000000000e+05 9.611138916015625000e+01
1.438436040555554655e+03 7.503123750000000000e+05 9.609179687500000000e+01
1.438437429501845372e+03 7.506097500000000000e+05 9.612386322021484375e+01
1.438438818448136999e+03 7.506517500000000000e+05 9.612196350097656250e+01
1.438440207394893378e+03 7.504241875000000000e+05 9.610639953613281250e+01
1.438441596341184095e+03 7.502738750000000000e+05 9.609934997558593750e+01
1.438442985287474812e+03 7.504993125000000000e+05 9.611013793945312500e+01
1.438444374233765757e+03 7.499380625000000000e+05 9.607357025146484375e+01
1.438445763180057156e+03 7.500916875000000000e+05 9.609694671630859375e+01
1.438447152126347873e+03 7.498803125000000000e+05 9.607530212402343750e+01
1.438448541073103797e+03 7.499005000000000000e+05 9.606838989257812500e+01
1.438449930019395424e+03 7.501381250000000000e+05 9.609300231933593750e+01
1.438451318965686596e+03 7.499124375000000000e+05 9.607238769531250000e+01
1.438452707911977541e+03 7.496915625000000000e+05 9.606281280517578125e+01
1.438454096858268485e+03 7.499514375000000000e+05 9.607097625732421875e+01
1.438455485804558293e+03 7.496034375000000000e+05 9.604788970947265625e+01
1.438456874750849920e+03 7.496036250000000000e+05 9.605695343017578125e+01
1.438458263697141319e+03 7.495596250000000000e+05 9.604568481445312500e+01
1.438459652643431355e+03 7.494330000000000000e+05 9.601930236816406250e+01
1.438461041590187733e+03 7.494538125000000000e+05 9.604100799560546875e+01
1.438462430536479360e+03 7.493388125000000000e+05 9.601325225830078125e+01
1.438463819482770987e+03 7.493301250000000000e+05 9.602595520019531250e+01
1.438465208429061704e+03 7.492941250000000000e+05 9.602169036865234375e+01
1.438466597375351512e+03 7.490328125000000000e+05 9.601710510253906250e+01
1.438467986321642456e+03 7.490777500000000000e+05 9.597222137451171875e+01
1.438469375267933856e+03 7.490869375000000000e+05 9.602587127685546875e+01
1.438470764214224573e+03 7.489642500000000000e+05 9.599179840087890625e+01
1.438472153160515518e+03 7.490153125000000000e+05 9.600621795654296875e+01
1.438473542106806462e+03 7.489175000000000000e+05 9.599473571777343750e+01
1.438474931053096270e+03 7.486807500000000000e+05 9.598548126220703125e+01
1.438476319999387897e+03 7.487977500000000000e+05 9.599420166015625000e+01
1.438477708945679524e+03 7.486283750000000000e+05 9.598270416259765625e+01
1.438479097891970241e+03 7.485238750000000000e+05 9.598857879638671875e+01
1.438480486838260958e+03 7.487725625000000000e+05 9.599583435058593750e+01
1.438481875784551676e+03 7.482028750000000000e+05 9.595375061035156250e+01
1.438483264730843302e+03 7.484705625000000000e+05 9.597324371337890625e+01
1.438484653677134020e+03 7.486936250000000000e+05 9.596626281738281250e+01
1.438486042623424737e+03 7.486935000000000000e+05 9.597850036621093750e+01
1.438487431569715454e+03 7.480157500000000000e+05 9.594759368896484375e+01
1.438488820516006172e+03 7.478743125000000000e+05 9.593577575683593750e+01
1.438490209462297798e+03 7.481775000000000000e+05 9.594716644287109375e+01
1.438491598408122854e+03 7.480866875000000000e+05 9.586579132080078125e+01
1.438492987354413117e+03 7.477130625000000000e+05 9.595100402832031250e+01
